,Continent,Year,energy_intensity,carbon_intensity
482,Oceania,2078,0.40237558922372085,0.18011918513652525
483,Oceania,2079,0.3944394038863795,0.1792736759768473
484,Oceania,2080,0.38665974652785773,0.17843213577660336
485,Oceania,2081,0.3790335298956419,0.17759454590484336
486,Oceania,2082,0.37155772762810646,0.17676088781807386
487,Oceania,2083,0.364229373053546,0.17593114305984775
488,Oceania,2084,0.35704555801289145,0.17510529326035545
489,Oceania,2085,0.35000343170564846,0.1742833201360183
490,Oceania,2086,0.3431001995585857,0.17346520548908384
491,Oceania,2087,0.33633312211676114,0.1726509312072228
492,Oceania,2088,0.32969951395639596,0.17184047926312818
493,Oceania,2089,0.3231967426192027,0.17103383171411612
494,Oceania,2090,0.31682222756772976,0.1702309707017287
495,Oceania,2091,0.31057343916131164,0.16943187845133859
496,Oceania,2092,0.3044478976522065,0.16863653727175537
497,Oceania,2093,0.29844317220155464,0.1678449295548338
498,Oceania,2094,0.2925568799147242,0.16705703777508502
499,Oceania,2095,0.28678668489569314,0.16627284448928684
500,Oceania,2096,0.2811302973200828,0.1654923323360987
501,Oceania,2097,0.27558547252646354,0.16471548403567704
502,Oceania,2098,0.27015001012560313,0.1639422823892928
503,Oceania,2099,0.26482175312726386,0.16317271027895044
504,Oceania,2100,0.2595985870842318,0.16240675066700927
505,South America,2000,1.3082922192725068,0.1651172506035453
506,South America,2001,1.266358996416625,0.1651931218836215
507,South America,2002,1.25828621458411,0.16228798320445337
508,South America,2003,1.2488043454624005,0.16029347535634375
509,South America,2004,1.227145708789803,0.16265307727601525
510,South America,2005,1.1984532054141193,0.16299638384704998
511,South America,2006,1.1772319381286858,0.159902295468526
512,South America,2007,1.1536272472222924,0.15978786925267396
513,South America,2008,1.1311298068734643,0.16241687678442904
514,South America,2009,1.1190154451189018,0.1605272783861345
515,South America,2010,1.109331042092413,0.1629044437649702
516,South America,2011,1.0912458647008043,0.16291372576440866
517,South America,2012,1.1060901620786248,0.165054372156991
518,South America,2013,1.0977246678761605,0.16739299028834997
519,South America,2014,1.1099934280479904,0.1704408014157991
520,South America,2015,1.1136804345678515,0.16927110121786648
521,South America,2016,1.1357491001093962,0.16197142075990123
522,South America,2017,1.1260825132650334,0.15969557438351792
523,South America,2018,1.1211094034638431,0.15400999927986747
524,South America,2019,1.112066869332131,0.15619972028217038
525,South America,2020,1.1079135141896437,0.15206106107973458
